headline,date,doc_type,material_type,section,keywords
"Fifty-One Percent of the Population, Zero Nominations",2019-12-17,article,Op-Ed,,"['Gender', 'Academy Awards (Oscars)', 'Golden Globes (Awards)', '#MeToo Movement']"
Why You Shouldn’t Believe Those G.D.P. Numbers,2019-12-16,article,Op-Ed,,"['United States Economy', 'Gross Domestic Product', 'Economics (Theory and Philosophy)', 'Law and Legislation', 'Income', 'United States Politics and Government', 'Economic Conditions and Trends', 'Income Inequality']"
Word + Quiz: vacuous,2019-12-17,article,News,,[]
How Mariah Carey’s ‘All I Want for Christmas Is You’ Finally Hit No. 1,2019-12-16,article,News,,"['Christmas', 'Pop and Rock Music']"
"Quotation of the Day: In a Mighty Conservative Majority, Individual Tories to Wield Little Power",2019-12-17,article,Quote,,[]
Greta Thunberg Is Taking a Holiday Break. ‘You Need to Take Rest.’,2019-12-15,article,News,,"['Global Warming', 'Politics and Government', 'United Nations Climate Action Summit (2019)']"
Uber in Talks to Sell Its Food-Delivery Business in India,2019-12-16,article,News,,"['Delivery Services', 'Car Services and Livery Cabs', 'Mergers, Acquisitions and Divestitures', 'Start-ups', 'Initial Public Offerings', 'Computers and the Internet']"
Trump Diatribe Belittles Impeachment as ‘Attempted Coup’ on Eve of Votes,2019-12-17,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
Seahawks’ Josh Gordon Is Suspended Indefinitely,2019-12-16,article,News,,"['Football', 'Drug Abuse and Traffic']"
There Are No Children Here. Just Lots of Life-Size Dolls.,2019-12-17,article,News,,"['Dolls', 'Rural Areas', 'Population']"
"Democrats, Pervez Musharraf, Drew Brees: Your Tuesday Briefing",2019-12-17,article,briefing,,[]
What Was Lost in ‘the Last Good War’,2019-12-15,article,Editorial,,"['World War II (1939-45)', 'Letters']"
The Week in Business: Striking Deals Left and Right,2019-12-15,article,News,,"['#MeToo Movement', 'Sexual Harassment']"
Why the State Dept. Has Largely Been Muted on India’s Moves Against Muslims,2019-12-17,article,News,,"['Freedom of Religion', 'Human Rights and Human Rights Violations', 'United States International Relations', 'United States Politics and Government', 'Muslims and Islam']"
"Hummus, the Book",2019-12-16,article,News,,"['Cooking and Cookbooks', 'Hummus']"
Hit Holiday Songs,2019-12-17,article,News,,[]
What Is Your Choice for Word of the Year?,2019-12-17,article,News,,[]
Impeachment Ad Wars,2019-12-17,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Political Advertising', 'Presidential Election of 2020']"
"Comey Admits Errors in Surveillance Warrants, but Defends F.B.I.",2019-12-16,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'United States Politics and Government']"
Review: Fresh Talent Fuels ‘The Magic Flute’ at the Met,2019-12-16,article,Review,,['Opera']
Estonia Apologizes After Minister Calls Finland’s Leader a ‘Sales Girl’,2019-12-17,article,News,,['Politics and Government']
"China Responds Slowly, and a Pig Disease Becomes a Lethal Epidemic",2019-12-17,article,News,,"['Agriculture and Farming', 'Pork', 'AFRICAN SWINE FEVER', 'Politics and Government']"
Googled ‘Impeachment’ Lately? First Result Is a Bloomberg Ad,2019-12-16,article,News,,"['Political Advertising', 'Presidential Election of 2020', 'Impeachment', 'Primaries and Caucuses']"
Boeing to Temporarily Shut Down 737 Max Production,2019-12-16,article,News,,"['Boeing 737 Max Groundings and Safety Concerns (2019)', 'AIRLINES AND AIRPLANES', 'Factories and Manufacturing', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'United States Economy']"
Review: ‘London Assurance’ Minds Its Manners,2019-12-16,article,Review,,['Theater']
N.F.L. Week 15: What We Learned,2019-12-16,article,News,,['Football']
This Intersex Runner Had Surgery to Compete. It Has Not Gone Well.,2019-12-16,article,News,,"['Intersex', 'Track and Field']"
Anti-Semitism or Free Speech? College Students Cheer and Fear Trump Order,2019-12-15,article,News,,"['Jews and Judaism', 'ANTI-SEMITISM', 'Colleges and Universities', 'Synagogues', 'Executive Orders and Memorandums', 'Palestinians', 'Freedom of Speech and Expression', 'United States Politics and Government', 'Civil Rights and Liberties']"
A New Drug Scourge: Deaths Involving Meth Are Rising Fast,2019-12-17,article,News,,"['Methamphetamines', 'Drug Abuse and Traffic', 'Deaths (Fatalities)', 'Addiction (Psychology)', 'Opioids and Opiates', 'States (US)', 'your-feed-healthcare']"
8 Ways Restaurants Have Changed in the Past Decade,2019-12-17,article,News,,"['Restaurants', 'Chefs', 'Bars and Nightclubs', 'Social Media']"
U.K. Plans to Pass Anti-B.D.S. Law,2019-12-16,article,News,,[]
"After Volcano Blast, New Zealand Asks if Adventure Tourism Can Last",2019-12-15,article,News,,"['Travel and Vacations', 'Volcanoes', 'Accidents and Safety']"
Coaching Legends Were Accused of Abuse. Will Someone Finally Pay?,2019-12-17,article,News,,"['Athletics and Sports', 'Coaches and Managers', 'Interscholastic Athletics', 'Sex Crimes', 'Child Abuse and Neglect', 'New York Child Victims Act (2019)']"
"Karla Perez, Jason De Los Reyes",2019-12-15,article,News,,['Weddings and Engagements']
Joe Burrow Wins the 2019 Heisman Trophy in a Record-Breaking Landslide,2019-12-15,article,News,,"['Heisman Trophy', 'Football (College)', 'Records and Achievements']"
When the O.K. Sign Is No Longer O.K.,2019-12-15,article,News,,"['Fringe Groups and Movements', 'Whites', 'Hoaxes and Pranks', 'Discrimination', 'Neo Nazi Groups', 'Race and Ethnicity']"
Fire Breaks Out at New Texas Rangers Stadium,2019-12-15,article,News,,"['Fires and Firefighters', 'Stadiums and Arenas', 'Baseball']"
I Quit The Black Eyed Peas. Then They Became Famous.,2019-12-16,article,Op-Ed,,['Rap and Hip-Hop']
Switching Sides in Britain,2019-12-17,article,News,,"['Politics and Government', 'Great Britain Withdrawal from EU (Brexit)']"
Three Months in an Oakland Homeless Encampment,2019-12-17,article,briefing,,['Homeless Persons']
"A Defense of Cursive, From a 10-Year-Old National Champion",2019-12-17,article,News,,"['Handwriting', 'Education (K-12)', 'Law and Legislation']"
"On a Bahamas Sail, 8 Friends Get a Taste of Robinson Crusoe",2019-12-16,article,News,,"['Travel and Vacations', 'Sailboats and Sailing']"
"No Corrections: Dec. 16, 2019",2019-12-16,article,News,,[]
"Instant Fish Stock, the Escoffier Way",2019-12-16,article,News,,"['Cooking and Cookbooks', 'Seafood']"
What to Cook This Week,2019-12-15,article,News,,[]
Secondhand Gifts and ‘Experiences’ Still Top Holiday Lists,2019-12-15,article,News,,"['Gifts', 'Thrift Shops', 'Sustainable Living', 'Holidays and Special Occasions', 'Shopping and Retail', 'Christmas']"
Kumail Nanjiani and the Twilight of the Schlubs,2019-12-17,article,News,,"['Exercise', 'ACTORS AND ACTRESSES', 'Movies', 'your-feed-selfcare']"
Prime Leverage: How Amazon Wields Power in the Technology World,2019-12-15,article,News,,"['Cloud Computing', 'Computers and the Internet', 'Open-Source Software', 'Antitrust Laws and Competition Issues', 'Start-ups', 'Innovation', 'Suits and Litigation (Civil)', 'Regulation and Deregulation of Industry']"
"Heidi Hynes, Transplanted Crusader for the Poor, Dies at 51",2019-12-16,article,Obituary (Obit),,"['Race and Ethnicity', 'Poverty', 'Deaths (Obituaries)', 'Blacks', 'Black People', 'Hispanic-Americans', 'Income Inequality']"
"Melissa Leifer, Max Bartell",2019-12-15,article,News,,['Weddings and Engagements']
"In ‘The Factory,’ a Mysterious Company Manufactures Fear",2019-12-17,article,Review,,['Books and Literature']
E.U. Lawmakers Condemn Subsidy Corruption but Disagree on What to Do,2019-12-17,article,News,,"['Agriculture and Farming', 'Corruption (Institutional)', 'Conflicts of Interest']"
This Space Is for the Baristas,2019-12-16,article,News,,"['ACCREDITATION', 'Coffee', 'Coffeehouses']"
"Fool Us Once, Shame on You. Fool Us in 2020, Shame on Us.",2019-12-17,article,Op-Ed,,"['Presidential Election of 2020', 'Rumors and Misinformation', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
Your Monday Briefing,2019-12-16,article,briefing,,[]
‘Sing Street’ Review: New Wave Music as Sweet Deliverance,2019-12-17,article,Review,,"['Theater', 'Pop and Rock Music']"
I Headed the F.B.I. and C.I.A. There’s a Dire Threat to the Country I Love.,2019-12-16,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Inspectors General']"
Burgers for a Better Planet,2019-12-16,article,Op-Ed,,"['Greenhouse Gas Emissions', 'Veganism', 'Vegetarianism', 'Meat', 'Hamburgers']"
Deputy Sheriff No Longer With Department After Body-Slamming Student at School,2019-12-16,article,News,,['Education (K-12)']
What Does Being Best Dressed Mean?,2019-12-16,article,News,,"['Fashion and Apparel', 'your-feed-fashion', 'Books and Literature']"
"With Echoes of Trump, Boris Johnson Scorns the BBC",2019-12-16,article,News,,"['News and News Media', 'Politics and Government']"
An Olive Oil Adventure Awaits,2019-12-16,article,News,,"['Vinegar', 'Oils and Fats', 'Cooking and Cookbooks', 'Gifts']"
House Approves Spending Measures to Avert Government Shutdown,2019-12-17,article,News,,"['Federal Budget (US)', 'Shutdowns (Institutional)', 'United States Politics and Government']"
"Peter Snell, Record-Breaking Runner in the 1960s, Dies at 80",2019-12-16,article,Obituary (Obit),,"['Track and Field', 'OLYMPIC GAMES (1960)', 'Olympic Games (1964)', 'Deaths (Obituaries)']"
"From Canada’s Legal High, a Business Letdown",2019-12-15,article,News,,"['Marijuana', 'Cannabis Foods and Products']"
"Amanda Bresler, Matthew Ronen",2019-12-15,article,News,,['Weddings and Engagements']
A Doctor’s Diary: The Overnight Shift in the E.R.,2019-12-16,article,News,,"['Hospitals', 'Nursing Homes', 'Skin', 'Doctors', 'Infections', 'Catheters', 'Emergency Medical Treatment', 'your-feed-science', 'Elder Care', 'Drug Abuse and Traffic', 'Mental Health and Disorders', 'Bed Sores', 'your-feed-health']"
Pope Francis Abolishes Secrecy Policy in Sexual Abuse Cases,2019-12-17,article,News,,"['Child Abuse and Neglect', 'Priests']"
The ‘Black Christmas’ Remake Subverts a Complex Horror Trope,2019-12-16,article,Op-Ed,,"['Women and Girls', 'Men and Boys', 'Movies']"
Gift a Brick of Caviar,2019-12-16,article,News,,"['Caviar', 'Cooking and Cookbooks']"
Elizabeth Warren and Bernie Sanders Have a Problem: Each Other,2019-12-16,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
The Best Comics of 2019,2019-12-17,article,News,,"['Books and Literature', 'Comic Books and Strips', 'Cartoons and Cartoonists']"
"Navy Ship Named for Harvey Milk, Slain Gay Rights Leader, Takes Shape",2019-12-16,article,News,,"['United States Defense and Military Forces', 'Ships and Shipping', 'Homosexuality and Bisexuality', 'Awards, Decorations and Honors']"
"‘S.N.L.’ Presents Kellyanne Conway’s ‘Marriage Story,’ Plus Baby Yoda",2019-12-15,article,News,,['Television']
How the Internet Came to Loathe Pete Buttigieg,2019-12-16,article,News,,"['Presidential Election of 2020', 'Millennial Generation', 'Tuition', 'United States Politics and Government']"
‘Uncut Gems’ and Its Exquisitely Harrowing Soundscape,2019-12-15,article,News,,"['Movies', 'Music']"
"On First and First, a Homey Bakery",2019-12-16,article,News,,['Bakeries and Baked Products']
Drew Brees Dethrones Peyton Manning as King of Touchdown Passes,2019-12-17,article,News,,"['Football', 'Records and Achievements']"
Pipe Dreams: Will an Organ Roar in the New Geffen Hall?,2019-12-15,article,News,,"['Musical Instruments', 'Classical Music', 'Restoration and Renovation', 'Organs (Musical)']"
"Amelia Adams, Andrew Cheever",2019-12-15,article,News,,['Weddings and Engagements']
Jersey Officer Mourned at Police Funeral: ‘It Could Be Any One of Us’,2019-12-17,article,News,,"['Jersey City, NJ, Shooting (December 10, 2019)', 'Attacks on Police', 'Funerals and Memorials', 'Murders, Attempted Murders and Homicides', 'ANTI-SEMITISM', 'Hate Crimes', 'Terrorism']"
Violence in Northern Ireland Rising Amid Political Paralysis,2019-12-16,article,News,,['Great Britain Withdrawal from EU (Brexit)']
Welcome to Parliament. Now Sit Down and Shut Up.,2019-12-16,article,News,,['Legislatures and Parliaments']
"Claire Foy and Matt Smith to Reunite, on a Brooklyn Stage",2019-12-17,article,News,,['Theater']
"In Era of Hardening Identities, Trump Order on Jews Kindles Questions Old and New",2019-12-15,article,News,,"['Jews and Judaism', 'ANTI-SEMITISM', 'Minorities', 'Politics and Government']"
Eastern States Introduce a Plan to Cap Tailpipe Pollution,2019-12-17,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'States (US)', 'Carbon Caps and Emissions Trading Programs', 'Mid-Atlantic States (US)', 'Fuel Emissions (Transportation)', 'Automobiles', 'Transportation', 'Carbon Dioxide', 'Fuel Efficiency', 'Oil (Petroleum) and Gasoline', 'United States Politics and Government', 'AIR POLLUTION', 'State Legislatures']"
Your Landlord Could Know That You’re Not at Home Right Now,2019-12-17,article,Op-Ed,,"['Landlords', 'Evictions', 'Home Automation and Smart Homes', 'Privacy', 'Real Estate and Housing (Residential)', 'Law and Legislation']"
Impeachment Week: ‘Maybe Truth Can Still Win’,2019-12-16,article,Letter,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
Beijing Backs Hong Kong Leader Despite Election Setback,2019-12-16,article,News,,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Elections']"
"The Incredible, Indelible ‘Watchmen’",2019-12-16,article,Review,,['Television']
Should I Intervene When I See a Parent Mistreating a Child?,2019-12-17,article,News,,"['Families and Family Life', 'Child Abuse and Neglect', 'Ethics (Personal)', 'Children and Childhood']"
"A Rare Russian Tech Triumph, a Police Raid and a Backlash",2019-12-17,article,News,,['Intellectual Property']
‘Watchmen’ Season 1 Finale Recap: Worthy Adversaries,2019-12-16,article,Review,,['Television']
Scandal Began With Sex Toys. Now Ex-D.A. Is Convicted on Long Island.,2019-12-17,article,News,,"['Police Brutality, Misconduct and Shootings', 'Corruption (Institutional)']"
Are You Good at Giving Gifts?,2019-12-16,article,News,,[]
Trump Tells Army-Navy Athletes Relaxed Rules Could Help Them Go Pro,2019-12-15,article,News,,"['Draft and Recruitment (Military)', 'Draft and Recruitment (Sports)', 'United States Defense and Military Forces', 'Football (College)']"
Letter of Recommendation: Cheap Sushi,2019-12-17,article,News,,"['Sushi', 'Restaurants', 'Cooking and Cookbooks']"
"The U.K. Election Explained, in One Number",2019-12-16,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Elections', 'Voting and Voters']"
"A Methane Leak, Seen From Space, Proves to Be Far Larger Than Thought",2019-12-16,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Research', 'Methane', 'Natural Gas']"
"Trump Letter, F.B.I., Bitcoin: Your Tuesday Evening Briefing",2019-12-17,article,briefing,,[]
"BBC, India, France: Your Tuesday Briefing",2019-12-17,article,briefing,,[]
Supreme Court Won’t Revive Law Barring Homeless People From Sleeping Outdoors,2019-12-16,article,News,,"['Decisions and Verdicts', 'Eighth Amendment (US Constitution)', 'Loitering', 'Homeless Persons']"
